접수날짜,불량유형_대,불량유형_중,불량유형_소,원인,유상/무상,처리내역,수리부품,수리비용,수리비용청구여부
2022-03-31,외관,파손,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
2021-12-22,외관,파손,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
2022-10-15,외관,오염,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
2021-08-03,외관,오염,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
2022-01-03,기능,화면,켜지지 않음,휴즈 끊어짐,무상,제품교환,Fuse,3000,미청구
2022-05-20,외관,오염,케이스,검수미비,무상,제품교환,케이스,20000,미청구
2021-02-22,외관,흠집,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
2021-11-10,기능,화면,두번 터치됨,스위치고장,무상,제품교환,스위치 PCB Board Ass'y,25000,미청구
2021-07-14,외관,파손,케이스,검수미비,무상,제품교환,케이스,20000,미청구
2021-12-22,외관,흠집,케이스,검수미비,무상,제품교환,케이스,20000,미청구
2022-02-03,외관,흠집,케이스,검수미비,무상,제품교환,케이스,20000,미청구
2023-02-18,기능,화면,켜지지 않음,배터리 방전,유상,부품교체,Battery,30000,30000
2022-05-25,외관,오염,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
2021-09-20,외관,흠집,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
2021-04-28,기능,화면,안켜짐,컨넥터 이탈,무상,제품교환,컨넥터 Ass'y,18000,미청구
2021-09-02,외관,흠집,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
2022-03-17,외관,흠집,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
2021-03-17,기능,화면,동작안함,Pcb Board 고장,유상,부품교체,MAIN Pcb Board,50000,50000
2023-05-17,외관,오염,케이스,검수미비,무상,제품교환,케이스,20000,미청구
2021-01-08,기능,화면,켜지지 않음,배터리 방전,무상,부품교체,Battery,30000,미청구
2021-06-02,기능,화면,켜지지 않음,휴즈 끊어짐,무상,제품교환,Fuse,3000,미청구
2022-02-23,외관,흠집,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
2022-10-23,외관,오염,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
2021-10-09,외관,흠집,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
2022-08-16,외관,오염,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
2021-08-26,기능,화면,백화현상,액정 고장,무상,부품교체,액정 Ass'y,80000,미청구
2022-04-04,외관,흠집,케이스,검수미비,무상,제품교환,케이스,20000,미청구
2023-05-24,외관,오염,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
2022-08-08,외관,오염,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
2021-02-18,외관,파손,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
2021-03-06,외관,흠집,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
2021-03-05,기능,화면,두번 터치됨,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구
2021-08-29,기능,화면,안켜짐,컨넥터 이탈,유상,부품교체,컨넥터 Ass'y,18000,18000
2022-08-04,기능,화면,동작안함,Pcb Board 고장,유상,부품교체,MAIN Pcb Board,50000,50000
2022-12-16,외관,파손,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
2022-03-17,기능,화면,백화현상,컨넥터 접촉불량,유상,부품교체,컨넥터 Ass'y,18000,18000
2021-03-06,기능,화면,백화현상,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구
2022-04-18,외관,파손,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
2023-01-31,기능,화면,켜지지 않음,휴즈 끊어짐,유상,부품교체,Fuse,3000,3000
2022-06-23,외관,흠집,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
2021-11-29,기능,화면,백화현상,액정 고장,무상,부품교체,액정 Ass'y,80000,미청구
2022-12-14,기능,화면,동작안함,스위치고장,유상,부품교체,스위치 PCB Board Ass'y,25000,25000
2022-06-07,기능,화면,백화현상,액정 고장,유상,부품교체,액정 Ass'y,80000,80000
2022-08-07,외관,오염,케이스,검수미비,무상,제품교환,케이스,20000,미청구
2021-05-01,기능,화면,동작안함,Pcb Board 고장,유상,부품교체,MAIN Pcb Board,50000,50000
2023-01-10,기능,화면,켜지지 않음,배터리 방전,무상,부품교체,Battery,30000,미청구
2021-09-28,기능,화면,켜지지 않음,전원스위치 고장,무상,제품교환,SMPS Pcb Board,45000,미청구
2021-08-20,기능,화면,두번 터치됨,Pcb Board 고장,유상,부품교체,MAIN Pcb Board,50000,50000
2023-05-24,외관,파손,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
2023-02-01,기능,화면,백화현상,액정 고장,유상,부품교체,액정 Ass'y,80000,80000
2021-11-07,외관,파손,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
2023-04-10,외관,파손,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
2022-01-15,기능,화면,켜지지 않음,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구
2022-05-14,외관,흠집,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
2023-01-23,기능,화면,안켜짐,액정 고장,무상,제품교환,액정 Ass'y,80000,미청구
2022-02-28,외관,흠집,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
2023-01-19,기능,화면,안켜짐,컨넥터 이탈,유상,부품교체,컨넥터 Ass'y,18000,18000
2021-08-24,기능,화면,켜지지 않음,전원스위치 고장,무상,제품교환,SMPS Pcb Board,45000,미청구
2021-11-20,외관,흠집,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
2022-02-17,기능,화면,켜지지 않음,휴즈 끊어짐,유상,부품교체,Fuse,3000,3000
2021-01-27,기능,화면,두번 터치됨,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구
2023-04-18,외관,흠집,케이스,검수미비,무상,제품교환,케이스,20000,미청구
2021-04-16,외관,파손,케이스,검수미비,무상,제품교환,케이스,20000,미청구
2021-02-03,기능,화면,켜지지 않음,Pcb Board 고장,유상,부품교체,MAIN Pcb Board,50000,50000
2022-02-26,외관,파손,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
2023-04-13,외관,오염,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
2021-08-16,기능,화면,안켜짐,액정 고장,무상,제품교환,액정 Ass'y,80000,미청구
2021-04-11,기능,화면,두번 터치됨,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구
2022-03-12,외관,파손,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
2023-01-07,기능,화면,백화현상,액정 고장,무상,부품교체,액정 Ass'y,80000,미청구
2022-10-17,기능,화면,동작안함,스위치고장,유상,부품교체,스위치 PCB Board Ass'y,25000,25000
2022-06-05,기능,화면,백화현상,컨넥터 접촉불량,무상,제품교환,컨넥터 Ass'y,18000,미청구
2022-01-22,외관,파손,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
2021-09-26,외관,흠집,케이스,검수미비,무상,제품교환,케이스,20000,미청구
2021-09-05,외관,파손,케이스,검수미비,무상,제품교환,케이스,20000,미청구
2021-12-24,외관,흠집,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
2021-07-30,외관,흠집,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
2022-02-21,외관,파손,케이스,검수미비,무상,제품교환,케이스,20000,미청구
2022-12-11,기능,화면,백화현상,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구
2021-12-17,기능,화면,안켜짐,컨넥터 이탈,무상,제품교환,컨넥터 Ass'y,18000,미청구
2021-05-01,기능,화면,안켜짐,Pcb Board 고장,유상,부품교체,MAIN Pcb Board,50000,50000
2021-03-01,기능,화면,두번 터치됨,스위치고장,무상,제품교환,스위치 PCB Board Ass'y,25000,미청구
2023-05-19,외관,흠집,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
2023-03-14,외관,오염,케이스,검수미비,무상,제품교환,케이스,20000,미청구
2023-03-06,외관,오염,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
2022-07-17,외관,오염,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
2021-06-16,외관,흠집,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
2022-10-09,외관,파손,케이스,검수미비,무상,제품교환,케이스,20000,미청구
2021-08-29,기능,화면,켜지지 않음,배터리 방전,무상,부품교체,Battery,30000,미청구
2022-02-22,기능,화면,켜지지 않음,배터리 방전,무상,제품교환,Battery,30000,미청구
2021-02-04,기능,화면,안켜짐,액정 고장,무상,부품교체,액정 Ass'y,80000,미청구
2022-03-08,외관,흠집,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
2021-09-13,외관,흠집,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
2023-02-18,기능,화면,켜지지 않음,Pcb Board 고장,유상,부품교체,MAIN Pcb Board,50000,50000
2021-04-26,외관,흠집,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
2022-07-10,외관,흠집,케이스,검수미비,무상,제품교환,케이스,20000,미청구
2022-04-17,외관,흠집,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
2022-05-06,외관,흠집,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
2022-08-30,외관,파손,케이스,검수미비,무상,제품교환,케이스,20000,미청구
2021-10-16,기능,화면,동작안함,스위치고장,무상,제품교환,스위치 PCB Board Ass'y,25000,미청구
2021-06-11,기능,화면,동작안함,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구
2022-02-02,외관,오염,케이스,검수미비,무상,제품교환,케이스,20000,미청구
2022-04-17,기능,화면,두번 터치됨,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구
2021-11-09,외관,오염,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
2022-09-27,기능,화면,켜지지 않음,휴즈 끊어짐,유상,부품교체,Fuse,3000,3000
2021-06-20,기능,화면,백화현상,액정 고장,유상,부품교체,액정 Ass'y,80000,80000
2022-07-31,외관,오염,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
2021-09-05,외관,파손,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
2021-07-13,외관,흠집,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
2021-07-27,기능,화면,켜지지 않음,배터리 방전,유상,부품교체,Battery,30000,30000
2022-04-07,외관,파손,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
2022-01-17,외관,파손,케이스,검수미비,무상,제품교환,케이스,20000,미청구
2021-11-28,외관,흠집,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
2022-03-02,기능,화면,켜지지 않음,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구
2022-05-03,기능,화면,켜지지 않음,휴즈 끊어짐,무상,제품교환,Fuse,3000,미청구
2022-09-01,기능,화면,백화현상,컨넥터 접촉불량,무상,제품교환,컨넥터 Ass'y,18000,미청구
2021-07-21,기능,화면,켜지지 않음,배터리 방전,유상,부품교체,Battery,30000,30000
2021-04-17,외관,오염,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
2021-11-23,기능,화면,백화현상,컨넥터 접촉불량,무상,제품교환,컨넥터 Ass'y,18000,미청구
2022-05-21,외관,오염,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
2023-01-06,기능,화면,백화현상,액정 고장,무상,제품교환,액정 Ass'y,80000,미청구
2021-07-12,외관,파손,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
2022-08-19,외관,흠집,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
2021-09-16,기능,화면,안켜짐,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구
2022-11-21,외관,오염,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
2021-04-23,외관,흠집,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
2021-03-13,기능,화면,두번 터치됨,스위치고장,무상,부품교체,스위치 PCB Board Ass'y,25000,미청구
2023-01-26,기능,화면,안켜짐,Pcb Board 고장,유상,부품교체,MAIN Pcb Board,50000,50000
2023-05-20,외관,파손,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
2021-06-24,기능,화면,동작안함,스위치고장,유상,부품교체,스위치 PCB Board Ass'y,25000,25000
2021-08-13,기능,화면,두번 터치됨,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구
2022-11-13,기능,화면,동작안함,Pcb Board 고장,유상,부품교체,MAIN Pcb Board,50000,50000
2021-09-07,외관,파손,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
2021-06-14,기능,화면,켜지지 않음,배터리 방전,무상,제품교환,Battery,30000,미청구
2022-08-08,기능,화면,안켜짐,액정 고장,무상,부품교체,액정 Ass'y,80000,미청구
2021-03-24,외관,오염,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
2022-11-05,외관,오염,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
2022-09-21,기능,화면,백화현상,액정 고장,유상,부품교체,액정 Ass'y,80000,80000
2022-06-03,기능,화면,동작안함,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구
2022-01-18,외관,흠집,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
2022-12-07,외관,파손,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
2021-02-15,기능,화면,안켜짐,액정 고장,유상,부품교체,액정 Ass'y,80000,80000
2022-02-06,기능,화면,켜지지 않음,배터리 방전,무상,부품교체,Battery,30000,미청구
2021-03-14,기능,화면,동작안함,스위치고장,무상,부품교체,스위치 PCB Board Ass'y,25000,미청구
2022-12-20,외관,파손,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
2022-02-26,외관,파손,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
2022-12-09,기능,화면,켜지지 않음,Pcb Board 고장,유상,부품교체,MAIN Pcb Board,50000,50000
2021-11-09,기능,화면,동작안함,Pcb Board 고장,유상,부품교체,MAIN Pcb Board,50000,50000
2021-09-17,외관,흠집,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
2022-05-07,기능,화면,안켜짐,컨넥터 이탈,무상,제품교환,컨넥터 Ass'y,18000,미청구
2021-07-19,외관,흠집,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
2021-03-23,기능,화면,동작안함,스위치고장,유상,부품교체,스위치 PCB Board Ass'y,25000,25000
2021-11-16,외관,흠집,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
2022-01-20,기능,화면,켜지지 않음,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구
2021-01-24,기능,화면,안켜짐,액정 고장,유상,부품교체,액정 Ass'y,80000,80000
2021-03-02,외관,파손,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
2022-11-10,기능,화면,두번 터치됨,Pcb Board 고장,유상,부품교체,MAIN Pcb Board,50000,50000
2023-02-12,외관,파손,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
2023-03-27,기능,화면,켜지지 않음,전원스위치 고장,무상,부품교체,SMPS Pcb Board,45000,미청구
2021-11-22,기능,화면,안켜짐,액정 고장,무상,부품교체,액정 Ass'y,80000,미청구
2022-06-11,기능,화면,두번 터치됨,스위치고장,유상,부품교체,스위치 PCB Board Ass'y,25000,25000
2021-06-03,기능,화면,두번 터치됨,스위치고장,무상,제품교환,스위치 PCB Board Ass'y,25000,미청구
2023-05-27,외관,오염,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
2021-04-28,기능,화면,켜지지 않음,휴즈 끊어짐,무상,제품교환,Fuse,3000,미청구
2023-01-30,기능,화면,두번 터치됨,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구
2023-05-27,외관,흠집,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
2022-04-14,기능,화면,백화현상,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구
2021-10-15,외관,오염,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
2021-06-17,기능,화면,켜지지 않음,전원스위치 고장,유상,부품교체,SMPS Pcb Board,45000,45000
2022-02-14,외관,파손,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
2021-01-24,외관,흠집,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
2022-08-11,외관,파손,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
2022-09-09,기능,화면,백화현상,컨넥터 접촉불량,무상,부품교체,컨넥터 Ass'y,18000,미청구
2021-12-02,외관,오염,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
2021-05-24,기능,화면,동작안함,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구
2022-10-30,기능,화면,안켜짐,액정 고장,유상,부품교체,액정 Ass'y,80000,80000
2022-04-09,외관,흠집,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
2023-03-14,기능,화면,안켜짐,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구
2023-04-09,외관,흠집,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
2022-01-25,기능,화면,안켜짐,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구
2021-06-30,외관,흠집,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
2021-07-19,외관,파손,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
2021-05-18,외관,흠집,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
2021-06-04,기능,화면,안켜짐,액정 고장,무상,부품교체,액정 Ass'y,80000,미청구
2022-06-20,기능,화면,동작안함,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구
2022-01-22,외관,오염,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
2021-07-28,기능,화면,동작안함,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구
2021-12-30,기능,화면,두번 터치됨,스위치고장,무상,부품교체,스위치 PCB Board Ass'y,25000,미청구
2022-10-23,외관,오염,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
2022-11-03,기능,화면,동작안함,스위치고장,무상,부품교체,스위치 PCB Board Ass'y,25000,미청구
2022-08-05,기능,화면,동작안함,스위치고장,무상,제품교환,스위치 PCB Board Ass'y,25000,미청구
2021-03-02,기능,화면,켜지지 않음,전원스위치 고장,무상,제품교환,SMPS Pcb Board,45000,미청구
2023-02-14,기능,화면,두번 터치됨,스위치고장,무상,제품교환,스위치 PCB Board Ass'y,25000,미청구
2022-11-03,기능,화면,두번 터치됨,스위치고장,무상,부품교체,스위치 PCB Board Ass'y,25000,미청구
2021-06-07,기능,화면,켜지지 않음,전원스위치 고장,무상,제품교환,SMPS Pcb Board,45000,미청구
2022-02-13,기능,화면,백화현상,액정 고장,무상,제품교환,액정 Ass'y,80000,미청구
2021-11-09,외관,오염,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
2022-04-28,기능,화면,켜지지 않음,Pcb Board 고장,유상,부품교체,MAIN Pcb Board,50000,50000
2022-12-13,외관,파손,케이스,검수미비,무상,제품교환,케이스,20000,미청구
2022-03-08,기능,화면,두번 터치됨,스위치고장,유상,부품교체,스위치 PCB Board Ass'y,25000,25000
2021-10-24,기능,화면,동작안함,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구
2021-01-06,기능,화면,동작안함,스위치고장,유상,부품교체,스위치 PCB Board Ass'y,25000,25000
2022-09-02,외관,파손,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
2022-02-04,기능,화면,백화현상,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구
2022-12-06,기능,화면,동작안함,Pcb Board 고장,유상,부품교체,MAIN Pcb Board,50000,50000
2023-02-05,기능,화면,안켜짐,액정 고장,무상,제품교환,액정 Ass'y,80000,미청구
2022-02-11,기능,화면,안켜짐,액정 고장,유상,부품교체,액정 Ass'y,80000,80000
2021-09-10,기능,화면,안켜짐,컨넥터 이탈,무상,부품교체,컨넥터 Ass'y,18000,미청구
2021-05-10,외관,흠집,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
2022-10-11,외관,파손,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
2021-11-25,외관,오염,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
2021-08-06,기능,화면,두번 터치됨,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구
2022-09-19,외관,파손,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
2022-01-04,외관,파손,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
2022-01-04,외관,파손,케이스,검수미비,무상,제품교환,케이스,20000,미청구
2021-11-25,기능,화면,켜지지 않음,휴즈 끊어짐,무상,제품교환,Fuse,3000,미청구
2021-01-23,기능,화면,두번 터치됨,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구
2023-05-22,외관,흠집,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
2022-10-21,외관,흠집,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
2022-02-09,기능,화면,두번 터치됨,스위치고장,무상,제품교환,스위치 PCB Board Ass'y,25000,미청구
2022-08-10,외관,흠집,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
2021-09-09,기능,화면,동작안함,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구
2022-03-17,외관,파손,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
2021-10-15,기능,화면,켜지지 않음,휴즈 끊어짐,무상,부품교체,Fuse,3000,미청구
2021-11-14,기능,화면,백화현상,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구
2022-01-01,기능,화면,백화현상,Pcb Board 고장,유상,부품교체,MAIN Pcb Board,50000,50000
2023-04-06,외관,흠집,케이스,검수미비,무상,제품교환,케이스,20000,미청구
2023-05-15,기능,화면,안켜짐,컨넥터 이탈,유상,부품교체,컨넥터 Ass'y,18000,18000
2021-06-12,외관,오염,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
2021-06-04,기능,화면,두번 터치됨,스위치고장,유상,부품교체,스위치 PCB Board Ass'y,25000,25000
2022-11-10,외관,파손,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
2022-05-19,외관,파손,케이스,검수미비,무상,제품교환,케이스,20000,미청구
2022-10-22,기능,화면,두번 터치됨,Pcb Board 고장,유상,부품교체,MAIN Pcb Board,50000,50000
2021-12-12,기능,화면,켜지지 않음,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구
2021-04-26,외관,파손,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
2021-07-06,외관,파손,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
2022-02-05,기능,화면,백화현상,액정 고장,무상,부품교체,액정 Ass'y,80000,미청구
2021-10-13,기능,화면,켜지지 않음,전원스위치 고장,무상,제품교환,SMPS Pcb Board,45000,미청구
2022-11-13,외관,파손,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
2023-05-06,기능,화면,백화현상,액정 고장,무상,제품교환,액정 Ass'y,80000,미청구
2022-03-06,외관,흠집,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
2022-03-30,기능,화면,켜지지 않음,Pcb Board 고장,유상,부품교체,MAIN Pcb Board,50000,50000
2021-05-20,기능,화면,동작안함,스위치고장,무상,제품교환,스위치 PCB Board Ass'y,25000,미청구
2021-06-04,기능,화면,두번 터치됨,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구
2022-12-06,기능,화면,동작안함,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구
2022-01-20,기능,화면,백화현상,액정 고장,무상,부품교체,액정 Ass'y,80000,미청구
2022-03-03,외관,흠집,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
2021-03-18,기능,화면,안켜짐,액정 고장,유상,부품교체,액정 Ass'y,80000,80000
2021-09-29,외관,흠집,케이스,검수미비,무상,제품교환,케이스,20000,미청구
2022-03-03,외관,파손,케이스,검수미비,무상,제품교환,케이스,20000,미청구
2022-07-07,기능,화면,두번 터치됨,스위치고장,무상,제품교환,스위치 PCB Board Ass'y,25000,미청구
2022-09-05,외관,오염,케이스,검수미비,무상,제품교환,케이스,20000,미청구
2021-05-03,기능,화면,백화현상,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구
2022-08-08,기능,화면,두번 터치됨,스위치고장,무상,부품교체,스위치 PCB Board Ass'y,25000,미청구
2023-04-22,외관,파손,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
2021-09-23,외관,파손,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
2022-05-08,기능,화면,켜지지 않음,Pcb Board 고장,유상,부품교체,MAIN Pcb Board,50000,50000
2022-05-14,외관,파손,케이스,검수미비,무상,제품교환,케이스,20000,미청구
2021-10-15,외관,오염,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
2021-02-25,기능,화면,안켜짐,액정 고장,무상,부품교체,액정 Ass'y,80000,미청구
2022-12-10,외관,파손,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
2022-09-28,기능,화면,켜지지 않음,전원스위치 고장,무상,제품교환,SMPS Pcb Board,45000,미청구
2023-02-24,외관,흠집,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
2022-10-10,기능,화면,켜지지 않음,전원스위치 고장,유상,부품교체,SMPS Pcb Board,45000,45000
2021-10-08,외관,흠집,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
2022-06-23,외관,오염,케이스,검수미비,무상,제품교환,케이스,20000,미청구
2021-10-04,기능,화면,동작안함,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구
2021-02-16,기능,화면,켜지지 않음,배터리 방전,무상,제품교환,Battery,30000,미청구
2021-05-31,외관,흠집,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
2021-10-22,외관,오염,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
2021-02-25,기능,화면,백화현상,Pcb Board 고장,유상,부품교체,MAIN Pcb Board,50000,50000
2023-05-31,외관,파손,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
2021-11-29,외관,흠집,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
2023-01-17,외관,파손,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
2022-08-01,기능,화면,켜지지 않음,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구
2021-10-05,기능,화면,백화현상,컨넥터 접촉불량,무상,부품교체,컨넥터 Ass'y,18000,미청구
2022-03-13,기능,화면,켜지지 않음,전원스위치 고장,무상,부품교체,SMPS Pcb Board,45000,미청구
2021-07-19,외관,파손,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
2021-08-18,외관,오염,케이스,검수미비,무상,제품교환,케이스,20000,미청구
2021-04-24,기능,화면,켜지지 않음,배터리 방전,유상,부품교체,Battery,30000,30000
2021-05-17,외관,흠집,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
2023-03-03,기능,화면,켜지지 않음,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구
2022-05-31,외관,흠집,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
2022-12-18,기능,화면,켜지지 않음,전원스위치 고장,무상,제품교환,SMPS Pcb Board,45000,미청구
2021-07-11,기능,화면,동작안함,스위치고장,무상,부품교체,스위치 PCB Board Ass'y,25000,미청구
2023-04-15,기능,화면,안켜짐,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구
